country,year,event,event_notes,domestic_notes,external_notes
Korea,1963.0,Currency Change,New currency: Won,,
Korea,1966.0,Currency Crisis,,,
Korea,1970.0,Currency Crisis,,,
Korea,1974.0,Inflation Crisis,Inflation level: 24.8,,
Korea,1975.0,Currency Crisis,,,
Korea,1979.0,Currency Crisis,,,
Korea,1980.0,Currency Crisis,,,
Korea,1980.0,Inflation Crisis,Inflation level: 28.7,,
Korea,1981.0,Inflation Crisis,Inflation level: 21.4,,
Korea,1985.0,Banking Crisis,,,
Korea,1986.0,Banking Crisis,,,
Korea,1987.0,Banking Crisis,,,
Korea,1988.0,Banking Crisis,,,
Korea,1997.0,Banking Crisis,"Through May 2002, five banks were forced to exit the market through a ""purchase and assumption formula,"" and 303 financial institutions (215 were credit unions) shut down, and four banks were nationalized. Banking system nonperforming loans peaked between 30–40% and fell to about 3% by March 2002.",,
Korea,1997.0,Systemic Crisis,,,
Korea,1997.0,Currency Crisis,,,
Korea,1998.0,Banking Crisis,"Through May 2002, five banks were forced to exit the market through a ""purchase and assumption formula,"" and 303 financial institutions (215 were credit unions) shut down, and four banks were nationalized. Banking system nonperforming loans peaked between 30–40% and fell to about 3% by March 2002.",,
Korea,1998.0,Systemic Crisis,,,
Korea,1999.0,Banking Crisis,"Through May 2002, five banks were forced to exit the market through a ""purchase and assumption formula,"" and 303 financial institutions (215 were credit unions) shut down, and four banks were nationalized. Banking system nonperforming loans peaked between 30–40% and fell to about 3% by March 2002.",,
Korea,1999.0,Systemic Crisis,,,
Korea,2000.0,Banking Crisis,"Through May 2002, five banks were forced to exit the market through a ""purchase and assumption formula,"" and 303 financial institutions (215 were credit unions) shut down, and four banks were nationalized. Banking system nonperforming loans peaked between 30–40% and fell to about 3% by March 2002.",,
Korea,2000.0,Systemic Crisis,,,
Korea,2001.0,Systemic Crisis,,,
Korea,2002.0,Systemic Crisis,,,
Korea,2008.0,Currency Crisis,,,
Malaysia,1902.0,Currency Crisis,,,
Malaysia,1903.0,Currency Change,New currency: Straits Settlement dollar; 1963-67-dollar Malaya,,
Malaysia,1906.0,Gold Standard Adoption,,,
Malaysia,1915.0,Gold Standard Suspension,,,
Malaysia,1920.0,Currency Crisis,,,
Malaysia,1926.0,Gold Standard Adoption,,,
Malaysia,1932.0,Gold Standard Suspension,,,
Malaysia,1948.0,Currency Crisis,,,
Malaysia,1950.0,Inflation Crisis,Inflation level: 22.0,,
Malaysia,1963.0,Gain of Independence,,,
Malaysia,1985.0,Banking Crisis,"Runs against some branches of a large domestic bank, following the collapse of a related bank in Hong Kong",,
Malaysia,1986.0,Banking Crisis,"Runs against some branches of a large domestic bank, following the collapse of a related bank in Hong Kong",,
Malaysia,1987.0,Banking Crisis,"Runs against some branches of a large domestic bank, following the collapse of a related bank in Hong Kong",,
Malaysia,1988.0,Banking Crisis,"Runs against some branches of a large domestic bank, following the collapse of a related bank in Hong Kong",,
Malaysia,1997.0,Banking Crisis,"Bank Negara Malaysia announces blanket guarantee for all depositors in January 1998. Finance company sector was restructured, and finance institutions reduced from 39 to 10 through mergers. Two finance companies were taken over by the Central Bank, including the largest independent finance company. Two banks deemed insolvent—accounting for 14% of financial system assets—will be merged with other banks. Nonperforming loans peaked between 25–35% of banking system assets and fell to 10.8% by March 2002.",,
Malaysia,1997.0,Systemic Crisis,,,
Malaysia,1997.0,Currency Crisis,,,
Malaysia,1998.0,Banking Crisis,"Bank Negara Malaysia announces blanket guarantee for all depositors in January 1998.Finance company sector was restructured, and finance institutions reduced from 39 to 10 through mergers. Two finance companies were taken over by the Central Bank, including the largest independent finance company. Two banks deemed insolvent—accounting for 14% of financial system assets—will be merged with other banks. Nonperforming loans peaked between 25–35% of banking system assets and fell to 10.8% by March 2002.",,
Malaysia,1998.0,Systemic Crisis,,,
Malaysia,1999.0,Banking Crisis,"Finance company sector was restructured, and finance institutions reduced from 39 to 10 through mergers. Two finance companies were taken over by the Central Bank, including the largest independent finance company. Two banks deemed insolvent—accounting for 14% of financial system assets—will be merged with other banks. Nonperforming loans peaked between 25–35% of banking system assets and fell to 10.8% by March 2002.",,
Malaysia,1999.0,Systemic Crisis,,,
Malaysia,2000.0,Banking Crisis,"Finance company sector was restructured, and finance institutions reduced from 39 to 10 through mergers. Two finance companies were taken over by the Central Bank, including the largest independent finance company. Two banks deemed insolvent—accounting for 14% of financial system assets—will be merged with other banks. Nonperforming loans peaked between 25–35% of banking system assets and fell to 10.8% by March 2002.",,
Malaysia,2000.0,Systemic Crisis,,,
Malaysia,2001.0,Banking Crisis,"Finance company sector was restructured, and finance institutions reduced from 39 to 10 through mergers. Two finance companies were taken over by the Central Bank, including the largest independent finance company. Two banks deemed insolvent—accounting for 14% of financial system assets—will be merged with other banks. Nonperforming loans peaked between 25–35% of banking system assets and fell to 10.8% by March 2002.",,
Malaysia,2001.0,Systemic Crisis,,,
Malaysia,2002.0,Systemic Crisis,,,
Mauritius,1821.0,Gold Standard Adoption,,,
Mauritius,1915.0,Gold Standard Suspension,,,
Mauritius,1927.0,Gold Standard Adoption,,,
Mauritius,1932.0,Gold Standard Suspension,,,
Mauritius,1948.0,Inflation Crisis,Inflation level: 32.0,,
Mauritius,1963.0,Gain of Independence,,,
Mauritius,1973.0,Inflation Crisis,Inflation level: 20.8,,
Mauritius,1974.0,Inflation Crisis,Inflation level: 23.8,,
Mauritius,1979.0,Currency Crisis,,,
Mauritius,1979.0,Inflation Crisis,Inflation level: 23.2,,
Mauritius,1980.0,Inflation Crisis,Inflation level: 33.0,,
Mauritius,1981.0,Currency Crisis,,,
Mauritius,1981.0,Inflation Crisis,Inflation level: 26.5,,
Mauritius,1983.0,Currency Crisis,,,
Mauritius,1984.0,Currency Crisis,,,
Mauritius,1996.0,Banking Crisis,Central Bank closed 2 of 12 commercial banks for fraud and irregularities.,,
Mauritius,1997.0,Currency Crisis,,,
Mexico,1806.0,Inflation Crisis,Inflation level: 44.3,,
Mexico,1811.0,Inflation Crisis,Inflation level: 39.39,,
Mexico,1821.0,Gain of Independence,,,
Mexico,1861.0,Currency Change,New currency: Mexican piaster or silver and gold pesos,,
Mexico,1884.0,Banking Crisis,"Mexican government borrowed widely and then suspended payments (June 1885); foreign investments fell leading to a credit crisis, bank runs, and banks stopped lending. National Bank and Mercantile Bank merged into National Bank of Mexico (Banamex) in 1884 to meet government’s demand for a loan.",,
Mexico,1884.0,Systemic Crisis,,,
Mexico,1885.0,Banking Crisis,"Mexican government borrowed widely and then suspended payments (June 1885); foreign investments fell leading to a credit crisis, bank runs, and banks stopped lending. National Bank and Mercantile Bank merged into National Bank of Mexico (Banamex) in 1884 to meet government’s demand for a loan.",,
Mexico,1885.0,Systemic Crisis,,,
Mexico,1891.0,Currency Crisis,,,
Mexico,1892.0,Currency Crisis,,,
Mexico,1893.0,Banking Crisis,"National Bank absorbed Mexican Mercantile Bank, its main competitor.",,
Mexico,1905.0,Gold Standard Adoption,,,
Mexico,1907.0,Systemic Crisis,,,
Mexico,1908.0,Banking Crisis,,,
Mexico,1913.0,Banking Crisis,,,
Mexico,1913.0,Systemic Crisis,,,
Mexico,1914.0,Currency Crisis,,,
Mexico,1914.0,Gold Standard Suspension,,,
Mexico,1915.0,Currency Crisis,,,
Mexico,1916.0,Currency Crisis,,,
Mexico,1917.0,Inflation Crisis,Inflation level: 22.3,,
Mexico,1918.0,Inflation Crisis,Inflation level: 22.5,,
Mexico,1920.0,Banking Crisis,,,
Mexico,1921.0,Banking Crisis,,,
Mexico,1921.0,Gold Standard Adoption,,,
Mexico,1929.0,Banking Crisis,,,
Mexico,1930.0,Banking Crisis,,"Service on external debt was suspended in 1928.  During the 1930s, interest payments included “arrears of expenditure and civil and military pensions.” Source: League of Nations Statistical Yearbooks, 1926-1944 (several years).",
Mexico,1931.0,Banking Crisis,Suspension of payments after run on Credito Español de Mexico; Run on Banco Nacional de Mexico.,"Service on external debt was suspended in 1928.  During the 1930s, interest payments included “arrears of expenditure and civil and military pensions.” Source: League of Nations Statistical Yearbooks, 1926-1944 (several years).",
Mexico,1931.0,Currency Crisis,,"Service on external debt was suspended in 1928.  During the 1930s, interest payments included “arrears of expenditure and civil and military pensions.” Source: League of Nations Statistical Yearbooks, 1926-1944 (several years).",
Mexico,1932.0,Currency Crisis,,"Service on external debt was suspended in 1928.  During the 1930s, interest payments included “arrears of expenditure and civil and military pensions.” Source: League of Nations Statistical Yearbooks, 1926-1944 (several years).",
Mexico,1932.0,Gold Standard Suspension,,"Service on external debt was suspended in 1928.  During the 1930s, interest payments included “arrears of expenditure and civil and military pensions.” Source: League of Nations Statistical Yearbooks, 1926-1944 (several years).",
Mexico,1933.0,Currency Crisis,,"Service on external debt was suspended in 1928.  During the 1930s, interest payments included “arrears of expenditure and civil and military pensions.” Source: League of Nations Statistical Yearbooks, 1926-1944 (several years).",
Mexico,1938.0,Currency Crisis,,"Service on external debt was suspended in 1928.  During the 1930s, interest payments included “arrears of expenditure and civil and military pensions.” Source: League of Nations Statistical Yearbooks, 1926-1944 (several years).",
Mexico,1939.0,Currency Crisis,,"Service on external debt was suspended in 1928.  During the 1930s, interest payments included “arrears of expenditure and civil and military pensions.” Source: League of Nations Statistical Yearbooks, 1926-1944 (several years).",
Mexico,1943.0,Inflation Crisis,Inflation level: 25.9,"Service on external debt was suspended in 1928.  During the 1930s, interest payments included “arrears of expenditure and civil and military pensions.” Source: League of Nations Statistical Yearbooks, 1926-1944 (several years).",
Mexico,1946.0,Inflation Crisis,Inflation level: 26.8,,
Mexico,1948.0,Currency Crisis,,,
Mexico,1949.0,Currency Crisis,,,
Mexico,1954.0,Currency Crisis,,,
Mexico,1976.0,Currency Crisis,,,
Mexico,1976.0,Inflation Crisis,Inflation level: 21.6,,
Mexico,1977.0,Inflation Crisis,Inflation level: 22.2,,
Mexico,1980.0,Inflation Crisis,Inflation level: 26.5,,
Mexico,1981.0,Banking Crisis,Government takes over the banks.,,
Mexico,1981.0,Systemic Crisis,,,
Mexico,1981.0,Inflation Crisis,Inflation level: 27.9,,
Mexico,1982.0,Banking Crisis,Government takes over the banks.,,Interest rate shocks
Mexico,1982.0,Systemic Crisis,,,Interest rate shocks
Mexico,1982.0,Currency Crisis,,,Interest rate shocks
Mexico,1982.0,Inflation Crisis,Inflation level: 59.2,,Interest rate shocks
Mexico,1983.0,Currency Crisis,,,Interest rate shocks
Mexico,1983.0,Inflation Crisis,Inflation level: 101.8,,Interest rate shocks
Mexico,1984.0,Currency Crisis,,,Interest rate shocks
Mexico,1984.0,Inflation Crisis,Inflation level: 65.4,,Interest rate shocks
Mexico,1985.0,Currency Crisis,,,Interest rate shocks
Mexico,1985.0,Inflation Crisis,Inflation level: 57.8,,Interest rate shocks
Mexico,1986.0,Currency Crisis,,,Interest rate shocks
Mexico,1986.0,Inflation Crisis,Inflation level: 86.5,,Interest rate shocks
Mexico,1987.0,Currency Crisis,,,Interest rate shocks
Mexico,1987.0,Inflation Crisis,Inflation level: 132.0,,Interest rate shocks
Mexico,1988.0,Inflation Crisis,Inflation level: 113.5,,Interest rate shocks
Mexico,1989.0,Currency Crisis,,,Interest rate shocks
Mexico,1989.0,Inflation Crisis,Inflation level: 19.9,,Interest rate shocks
Mexico,1990.0,Inflation Crisis,Inflation level: 26.7,,Interest rate shocks
Mexico,1991.0,Systemic Crisis,,,
Mexico,1991.0,Inflation Crisis,Inflation level: 22.6,,
Mexico,1993.0,Banking Crisis,Several financial institutions that held Ajustabonos were hurt by the rise in real interest rates in the second half of 1992.,,
Mexico,1993.0,Systemic Crisis,,,
Mexico,1994.0,Banking Crisis,Several financial institutions that held Ajustabonos were hurt by the rise in real interest rates in the second half of 1992.,,
Mexico,1994.0,Systemic Crisis,,,
Mexico,1994.0,Currency Crisis,,,
Mexico,1995.0,Banking Crisis,Several financial institutions that held Ajustabonos were hurt by the rise in real interest rates in the second half of 1992.,,
Mexico,1995.0,Systemic Crisis,,,
Mexico,1995.0,Currency Crisis,,,
Mexico,1995.0,Inflation Crisis,Inflation level: 35.1,,
Mexico,1996.0,Banking Crisis,Several financial institutions that held Ajustabonos were hurt by the rise in real interest rates in the second half of 1992.,,
Mexico,1996.0,Systemic Crisis,,,
Mexico,1996.0,Inflation Crisis,Inflation level: 34.4,,
Mexico,1997.0,Banking Crisis,Several financial institutions that held Ajustabonos were hurt by the rise in real interest rates in the second half of 1992.,,
Mexico,1997.0,Systemic Crisis,,,
Mexico,1997.0,Inflation Crisis,Inflation level: 20.6,,
Mexico,1998.0,Currency Crisis,,,
Mexico,2008.0,Currency Crisis,,,
Morocco,1918.0,Currency Crisis,,,
Morocco,1920.0,Currency Change,New currency: Moroccan franc,,
Morocco,1921.0,Currency Crisis,,,
Morocco,1929.0,Currency Crisis,,,
Morocco,1930.0,Currency Crisis,,,
Morocco,1931.0,Currency Crisis,,,
Morocco,1940.0,Inflation Crisis,Inflation level: 25.0,,
Morocco,1941.0,Inflation Crisis,Inflation level: 32.0,,
Morocco,1942.0,Inflation Crisis,Inflation level: 38.2,,
Morocco,1943.0,Currency Crisis,,,
Morocco,1943.0,Inflation Crisis,Inflation level: 28.5,,
Morocco,1944.0,Currency Crisis,,,
Morocco,1944.0,Inflation Crisis,Inflation level: 34.8,,
Morocco,1946.0,Inflation Crisis,Inflation level: 56.8,,
Morocco,1947.0,Currency Crisis,,,
Morocco,1947.0,Inflation Crisis,Inflation level: 57.5,,
Morocco,1948.0,Inflation Crisis,Inflation level: 40.1,,
Morocco,1949.0,Currency Crisis,,,
Morocco,1949.0,Inflation Crisis,Inflation level: 23.0,,
Morocco,1950.0,Currency Crisis,,,
Morocco,1951.0,Inflation Crisis,Inflation level: 23.2,,
Morocco,1956.0,Gain of Independence,,,
Morocco,1958.0,Currency Crisis,,,
Morocco,1959.0,Currency Crisis,,,
Morocco,1959.0,Currency Change,New currency: Dirham,,
Morocco,1983.0,Banking Crisis,Banking sector experienced problems.,,Oil and interest rate shocks
Morocco,1983.0,Systemic Crisis,,,Oil and interest rate shocks
Morocco,1984.0,Banking Crisis,Banking sector experienced problems.,,
Morocco,1984.0,Systemic Crisis,,,
Morocco,1985.0,Currency Crisis,,,
Myanmar,1878.0,Inflation Crisis,Inflation level: 27.8,,
Myanmar,1908.0,Inflation Crisis,Inflation level: 23.3,,
Myanmar,1919.0,Inflation Crisis,Inflation level: 45.6,,
Myanmar,1920.0,Inflation Crisis,Inflation level: 20.2,,
Myanmar,1939.0,Currency Change,New currency: Burmese rupee,,
Myanmar,1948.0,Gain of Independence,,,
Myanmar,1949.0,Inflation Crisis,Inflation level: 34.8,,
Myanmar,1966.0,Inflation Crisis,Inflation level: 21.5,,
Myanmar,1973.0,Inflation Crisis,Inflation level: 25.2,,
Myanmar,1974.0,Inflation Crisis,Inflation level: 25.1,,
Myanmar,1975.0,Currency Crisis,,,
Myanmar,1975.0,Inflation Crisis,Inflation level: 31.6,,
Myanmar,1976.0,Inflation Crisis,Inflation level: 22.4,,
Myanmar,1988.0,Inflation Crisis,Inflation level: 24.0,,
Myanmar,1989.0,Inflation Crisis,Inflation level: 23.8,,
Myanmar,1990.0,Inflation Crisis,Inflation level: 21.9,,
Myanmar,1991.0,Inflation Crisis,Inflation level: 29.1,,
Myanmar,1992.0,Inflation Crisis,Inflation level: 22.3,,
Myanmar,1993.0,Inflation Crisis,Inflation level: 33.6,,
Myanmar,1994.0,Inflation Crisis,Inflation level: 22.4,,
Myanmar,1995.0,Inflation Crisis,Inflation level: 28.9,,
Myanmar,1996.0,Banking Crisis,Largest state-owned commercial bank reported to have large nonperforming loans.,,
Myanmar,1996.0,Inflation Crisis,Inflation level: 20.0,,
Myanmar,1997.0,Banking Crisis,Largest state-owned commercial bank reported to have large nonperforming loans.,,
Myanmar,1997.0,Inflation Crisis,Inflation level: 33.9,,
Myanmar,1998.0,Inflation Crisis,Inflation level: 49.1,,
Myanmar,2001.0,Inflation Crisis,Inflation level: 34.5,,
Myanmar,2002.0,Banking Crisis,,,
Myanmar,2002.0,Systemic Crisis,,,
Myanmar,2002.0,Inflation Crisis,Inflation level: 58.1,,
Myanmar,2003.0,Banking Crisis,,,
Myanmar,2003.0,Systemic Crisis,,,
Myanmar,2003.0,Inflation Crisis,Inflation level: 24.9,,
Myanmar,2004.0,Banking Crisis,,,
Myanmar,2004.0,Systemic Crisis,,,
Myanmar,2005.0,Banking Crisis,,,
Myanmar,2005.0,Systemic Crisis,,,
Myanmar,2006.0,Inflation Crisis,Inflation level: 26.3,,
Myanmar,2007.0,Inflation Crisis,Inflation level: 30.9,,
Myanmar,2012.0,Currency Crisis,,,
Myanmar,2013.0,Currency Crisis,,,
Netherlands,1814.0,Currency Crisis,,,Napoleonic wars
Netherlands,1819.0,Banking Crisis,Bank of Amsterdam closed by government decree; liquidation began in January and lasted a long time.,,
Netherlands,1819.0,Systemic Crisis,,,
Netherlands,1820.0,Banking Crisis,Bank of Amsterdam closed by government decree; liquidation began in January and lasted a long time.,,
Netherlands,1820.0,Systemic Crisis,,,
Netherlands,1821.0,Banking Crisis,Bank of Amsterdam closed by government decree; liquidation began in January and lasted a long time.,,
Netherlands,1821.0,Systemic Crisis,,,
Netherlands,1822.0,Banking Crisis,Bank of Amsterdam closed by government decree; liquidation began in January and lasted a long time.,,
Netherlands,1822.0,Systemic Crisis,,,
Netherlands,1823.0,Banking Crisis,Bank of Amsterdam closed by government decree; liquidation began in January and lasted a long time.,,
Netherlands,1823.0,Systemic Crisis,,,
Netherlands,1824.0,Banking Crisis,Bank of Amsterdam closed by government decree; liquidation began in January and lasted a long time.,,
Netherlands,1824.0,Systemic Crisis,,,
Netherlands,1825.0,Banking Crisis,Bank of Amsterdam closed by government decree; liquidation began in January and lasted a long time.,,
Netherlands,1825.0,Systemic Crisis,,,
Netherlands,1826.0,Banking Crisis,Bank of Amsterdam closed by government decree; liquidation began in January and lasted a long time.,,
Netherlands,1826.0,Systemic Crisis,,,
Netherlands,1827.0,Banking Crisis,Bank of Amsterdam closed by government decree; liquidation began in January and lasted a long time.,,
Netherlands,1827.0,Systemic Crisis,,,
Netherlands,1828.0,Banking Crisis,Bank of Amsterdam closed by government decree; liquidation began in January and lasted a long time.,,
Netherlands,1828.0,Systemic Crisis,,,
Netherlands,1829.0,Banking Crisis,Bank of Amsterdam closed by government decree; liquidation began in January and lasted a long time.,,
Netherlands,1829.0,Systemic Crisis,,,
Netherlands,1863.0,Inflation Crisis,Inflation level: 21.0,,
Netherlands,1875.0,Gold Standard Adoption,,,
Netherlands,1897.0,Banking Crisis,,,
Netherlands,1897.0,Systemic Crisis,,,
Netherlands,1914.0,Banking Crisis,,,
Netherlands,1914.0,Systemic Crisis,,,
Netherlands,1915.0,Gold Standard Suspension,,,
Netherlands,1918.0,Inflation Crisis,Inflation level: 20.6,,
Netherlands,1921.0,Banking Crisis,Bank failures (notably Marx & Co.) and amalgamations.,,
Netherlands,1921.0,Systemic Crisis,,,
Netherlands,1922.0,Banking Crisis,Bank failures (notably Marx & Co.) and amalgamations.,,
Netherlands,1922.0,Systemic Crisis,,,
Netherlands,1925.0,Gold Standard Adoption,,,
Netherlands,1936.0,Currency Crisis,,,
Netherlands,1937.0,Gold Standard Suspension,,,
Netherlands,1939.0,Banking Crisis,,,
Netherlands,1939.0,Systemic Crisis,,,
Netherlands,1944.0,Currency Crisis,,,
Netherlands,1946.0,Currency Crisis,,,
Netherlands,2005.0,Currency Crisis,,,
Netherlands,2008.0,Banking Crisis,,,
Netherlands,2008.0,Systemic Crisis,,,
Netherlands,2009.0,Banking Crisis,,,
Netherlands,2009.0,Systemic Crisis,,,
Netherlands,2010.0,Banking Crisis,,,
Netherlands,2010.0,Systemic Crisis,,,
Netherlands,2011.0,Banking Crisis,,,
Netherlands,2011.0,Systemic Crisis,,,
Netherlands,2012.0,Banking Crisis,,,
Netherlands,2012.0,Systemic Crisis,,,
Netherlands,2013.0,Banking Crisis,,,
Netherlands,2013.0,Systemic Crisis,,,
Netherlands,2014.0,Banking Crisis,,,
Netherlands,2014.0,Systemic Crisis,,,
New Zealand,1821.0,Gold Standard Adoption,,,
New Zealand,1893.0,Banking Crisis,,,
New Zealand,1893.0,Systemic Crisis,,,
New Zealand,1915.0,Gold Standard Suspension,,,
New Zealand,1919.0,Gain of Independence,,,
New Zealand,1925.0,Gold Standard Adoption,,,
New Zealand,1931.0,Gold Standard Suspension,,,
New Zealand,1948.0,Currency Crisis,,,
New Zealand,1967.0,Currency Crisis,,,
New Zealand,1974.0,Currency Crisis,,,
New Zealand,1976.0,Currency Crisis,,,
New Zealand,1981.0,Currency Crisis,,,
New Zealand,1984.0,Currency Crisis,,,
New Zealand,1987.0,Banking Crisis,"One large state-owned bank, with 25% of banking assets, experienced solvency problems with high nonperforming loans.",,
New Zealand,1988.0,Banking Crisis,"One large state-owned bank, with 25% of banking assets, experienced solvency problems with high nonperforming loans.",,
New Zealand,1989.0,Banking Crisis,"One large state-owned bank, with 25% of banking assets, experienced solvency problems with high nonperforming loans.",,
New Zealand,1990.0,Banking Crisis,"One large state-owned bank, with 25% of banking assets, experienced solvency problems with high nonperforming loans.",,
New Zealand,1997.0,Currency Crisis,,,
New Zealand,2008.0,Currency Crisis,,,
Nicaragua,1838.0,Gain of Independence,,,Independence war and split from Central American Federation
Nicaragua,1838.0,Currency Change,New currency: Nicaragua peso,,Independence war and split from Central American Federation
Nicaragua,1903.0,Currency Crisis,,,
Nicaragua,1904.0,Currency Crisis,,,
Nicaragua,1905.0,Currency Crisis,,,
Nicaragua,1907.0,Currency Crisis,,,
Nicaragua,1909.0,Currency Crisis,,,
Nicaragua,1911.0,Currency Crisis,,,
Nicaragua,1912.0,Currency Change,New currency: oro,,
Nicaragua,1915.0,Gold Standard Adoption,,,
Nicaragua,1933.0,Gold Standard Suspension,,,Depression
Nicaragua,1937.0,Currency Crisis,,,Depression
Nicaragua,1938.0,Currency Crisis,,,
Nicaragua,1938.0,Inflation Crisis,Inflation level: 51.5,,
Nicaragua,1939.0,Currency Crisis,,,
Nicaragua,1939.0,Inflation Crisis,Inflation level: 48.0,,
Nicaragua,1940.0,Inflation Crisis,Inflation level: 22.3,,
Nicaragua,1942.0,Inflation Crisis,Inflation level: 34.8,,
Nicaragua,1943.0,Inflation Crisis,Inflation level: 32.1,,
Nicaragua,1944.0,Inflation Crisis,Inflation level: 69.7,,
Nicaragua,1946.0,Currency Crisis,,,
Nicaragua,1973.0,Inflation Crisis,Inflation level: 27.1,,
Nicaragua,1979.0,Currency Crisis,,,Oil and interest rate shocks
Nicaragua,1979.0,Inflation Crisis,Inflation level: 64.6,,Oil and interest rate shocks
Nicaragua,1980.0,Inflation Crisis,Inflation level: 35.1,,Oil and interest rate shocks
Nicaragua,1981.0,Inflation Crisis,Inflation level: 23.8,,Oil and interest rate shocks
Nicaragua,1982.0,Inflation Crisis,Inflation level: 28.5,,Oil and interest rate shocks
Nicaragua,1983.0,Inflation Crisis,Inflation level: 33.6,,Oil and interest rate shocks
Nicaragua,1984.0,Inflation Crisis,Inflation level: 141.3,,Oil and interest rate shocks
Nicaragua,1985.0,Currency Crisis,,,Oil and interest rate shocks
Nicaragua,1985.0,Inflation Crisis,Inflation level: 571.4,,Oil and interest rate shocks
Nicaragua,1986.0,Currency Crisis,,,Oil and interest rate shocks
Nicaragua,1986.0,Inflation Crisis,Inflation level: 885.2,,Oil and interest rate shocks
Nicaragua,1987.0,Banking Crisis,Banking system nonperforming loans reached 50% in 1996.,,Oil and interest rate shocks
Nicaragua,1987.0,Systemic Crisis,,,Oil and interest rate shocks
Nicaragua,1987.0,Inflation Crisis,,,Oil and interest rate shocks
Nicaragua,1988.0,Banking Crisis,Banking system nonperforming loans reached 50% in 1996.,"Hyperinflation. Domestic public market essentially wiped out even before hyperinflation; domestic debt stock is nil. Source; Fisher, Sahay, and Vegh (2002).",Oil and interest rate shocks
Nicaragua,1988.0,Systemic Crisis,,"Hyperinflation. Domestic public market essentially wiped out even before hyperinflation; domestic debt stock is nil. Source; Fisher, Sahay, and Vegh (2002).",Oil and interest rate shocks
Nicaragua,1988.0,Inflation Crisis,,"Hyperinflation. Domestic public market essentially wiped out even before hyperinflation; domestic debt stock is nil. Source; Fisher, Sahay, and Vegh (2002).",Oil and interest rate shocks
Nicaragua,1989.0,Banking Crisis,Banking system nonperforming loans reached 50% in 1996.,"Hyperinflation. Domestic public market essentially wiped out even before hyperinflation; domestic debt stock is nil. Source; Fisher, Sahay, and Vegh (2002).",Oil and interest rate shocks
Nicaragua,1989.0,Systemic Crisis,,"Hyperinflation. Domestic public market essentially wiped out even before hyperinflation; domestic debt stock is nil. Source; Fisher, Sahay, and Vegh (2002).",Oil and interest rate shocks
Nicaragua,1989.0,Inflation Crisis,,"Hyperinflation. Domestic public market essentially wiped out even before hyperinflation; domestic debt stock is nil. Source; Fisher, Sahay, and Vegh (2002).",Oil and interest rate shocks
Nicaragua,1990.0,Banking Crisis,Banking system nonperforming loans reached 50% in 1996.,"Hyperinflation. Domestic public market essentially wiped out even before hyperinflation; domestic debt stock is nil. Source; Fisher, Sahay, and Vegh (2002).",Oil and interest rate shocks
Nicaragua,1990.0,Systemic Crisis,,"Hyperinflation. Domestic public market essentially wiped out even before hyperinflation; domestic debt stock is nil. Source; Fisher, Sahay, and Vegh (2002).",Oil and interest rate shocks
Nicaragua,1990.0,Inflation Crisis,,"Hyperinflation. Domestic public market essentially wiped out even before hyperinflation; domestic debt stock is nil. Source; Fisher, Sahay, and Vegh (2002).",Oil and interest rate shocks
Nicaragua,1991.0,Banking Crisis,Banking system nonperforming loans reached 50% in 1996.,,Oil and interest rate shocks
Nicaragua,1991.0,Systemic Crisis,,,Oil and interest rate shocks
Nicaragua,1991.0,Currency Crisis,,,Oil and interest rate shocks
Nicaragua,1991.0,Inflation Crisis,Inflation level: 116.6,,Oil and interest rate shocks
Nicaragua,1992.0,Banking Crisis,Banking system nonperforming loans reached 50% in 1996.,,Oil and interest rate shocks
Nicaragua,1992.0,Systemic Crisis,,,Oil and interest rate shocks
Nicaragua,1992.0,Inflation Crisis,Inflation level: 21.9,,Oil and interest rate shocks
Nicaragua,1993.0,Banking Crisis,Banking system nonperforming loans reached 50% in 1996.,,
Nicaragua,1993.0,Systemic Crisis,,,
Nicaragua,1993.0,Currency Crisis,,,
Nicaragua,1994.0,Banking Crisis,Banking system nonperforming loans reached 50% in 1996.,,
Nicaragua,1994.0,Systemic Crisis,,,
Nicaragua,1995.0,Banking Crisis,Banking system nonperforming loans reached 50% in 1996.,,
Nicaragua,1995.0,Systemic Crisis,,,
Nicaragua,1996.0,Banking Crisis,Banking system nonperforming loans reached 50% in 1996.,,
Nicaragua,1996.0,Systemic Crisis,,,
Nicaragua,2000.0,Banking Crisis,,,
Nicaragua,2001.0,Banking Crisis,,,
Nicaragua,2008.0,Inflation Crisis,Inflation level: 19.8,"Domestic debt restructurings: In 2003, Nicaragua completed a distressed exchange of domestic CENI bonds. The exchange reduced the bond’s interest rate by more than 7 percentage points and extended maturities from five to ten years. In 2008, these domestic bonds were restructured again, further lowering interest rates and further extending maturities. (Sources: Cruces and Trebesch, 2013 and Moody’s 2011)",
Nigeria,1950.0,Currency Crisis,,,
Nigeria,1960.0,Gain of Independence,,,
Nigeria,1973.0,Currency Crisis,,,
Nigeria,1975.0,Inflation Crisis,Inflation level: 38.5,,
Nigeria,1977.0,Inflation Crisis,Inflation level: 22.4,,
Nigeria,1981.0,Currency Crisis,,,
Nigeria,1982.0,Inflation Crisis,Inflation level: 5.9,,
Nigeria,1984.0,Inflation Crisis,Inflation level: 40.9,,Interest rate shocks and civil unrest
Nigeria,1985.0,Currency Crisis,,,Interest rate shocks and civil unrest
Nigeria,1985.0,Inflation Crisis,Inflation level: 3.2,,Interest rate shocks and civil unrest
